year,sex,nation,tps_fin,nom,prenom,place,class_age,gender,tps_fin_p,tps_fin_rounded
2005,M,Norway,0 days 02:29:17,Host,Gudmund,46,45,M,8957.0,0 days 02:20:00
2005,M,France,0 days 02:33:35,Pascal,Perrin,69,45,M,9215.0,0 days 02:30:00
2005,M,Germany,0 days 02:35:53,Boesang,Klaus,101,45,M,9353.0,0 days 02:30:00
2005,M,Austria,0 days 02:37:18,Hartl,Herbert,117,45,M,9438.0,0 days 02:30:00
2005,M,Germany,0 days 02:38:16,Spahn,Peter,129,45,M,9496.0,0 days 02:30:00
2005,M,Germany,0 days 02:38:26,Weil,Christoph,132,45,M,9506.0,0 days 02:30:00
2005,M,France,0 days 02:38:38,Machado,Americo,136,45,M,9518.0,0 days 02:30:00
2005,M,Italy,0 days 02:39:20,Ferrazzi,Urbano,146,45,M,9560.0,0 days 02:30:00
2005,M,Germany,0 days 02:40:03,Angene,Karlheinz,161,45,M,9603.0,0 days 02:40:00
2005,M,Israel,0 days 02:40:04,Zargari,Haim,162,45,M,9604.0,0 days 02:40:00
