year,sex,nation,tps_fin,nom,prenom,place,class_age,gender,tps_fin_p,tps_fin_rounded
2014,W,Ethiopia,0 days 02:20:18,Tsegaye,Tirfi,24,30,W,8418.0,0 days 02:20:00
2014,W,United States,0 days 02:21:14,Flanagan,Shalane,31,30,W,8474.0,0 days 02:20:00
2014,W,Japan,0 days 02:26:25,Fukushi,Kayoko,48,30,W,8785.0,0 days 02:20:00
2014,W,South Africa,0 days 02:29:27,Kalmer,Rene,68,30,W,8967.0,0 days 02:20:00
2014,W,Brazil,0 days 02:38:05,Da Silva,Adriana,162,30,W,9485.0,0 days 02:30:00
2014,W,Argentina,0 days 02:41:21,Neipan,Karina,214,30,W,9681.0,0 days 02:40:00
2014,W,Chile,0 days 02:43:36,Romero,Natalia,258,30,W,9816.0,0 days 02:40:00
2014,W,Denmark,0 days 02:52:00,Egholm,Marna Leila Vandsdal,556,30,W,10320.0,0 days 02:50:00
2014,W,Republic of Ireland,0 days 02:58:16,O'Rourke,Mairead,1013,30,W,10696.0,0 days 02:50:00
2014,W,Germany,0 days 03:01:11,Hahn,Sarah,1339,30,W,10871.0,0 days 03:00:00
