year,sex,nation,tps_fin,nom,prenom,place,class_age,gender,tps_fin_p,tps_fin_rounded
2000,W,Italy,0 days 02:26:42,Fiacconi,Franka,38,35,W,8802.0,0 days 02:20:00
2000,W,France,0 days 02:33:55,Dallenbach,Chantal,69,35,W,9235.0,0 days 02:30:00
2000,W,Switzerland,0 days 02:41:53,Krieg,Elizabeth,159,35,W,9713.0,0 days 02:40:00
2000,W,United Kingdom,0 days 02:51:01,Brown,Aileen,364,35,W,10261.0,0 days 02:50:00
2000,W,Germany,0 days 02:55:30,Klocke,Imke,531,35,W,10530.0,0 days 02:50:00
2000,W,Denmark,0 days 02:56:31,Christensen,Bente,584,35,W,10591.0,0 days 02:50:00
2000,W,Germany,0 days 02:59:34,Berkmiller,Sophie,807,35,W,10774.0,0 days 02:50:00
2000,W,Germany,0 days 03:01:33,Stoll,Barbara,909,35,W,10893.0,0 days 03:00:00
2000,W,Germany,0 days 03:02:25,RÃÂ¶hling,Karin,963,35,W,10945.0,0 days 03:00:00
2000,W,Germany,0 days 03:07:16,Ehrke,Christin,1254,35,W,11236.0,0 days 03:00:00
