year,sex,nation,tps_fin,nom,prenom,place,class_age,gender,tps_fin_p,tps_fin_rounded
2007,M,Germany,0 days 02:43:55,Wahl,Martin,220,55,M,9835.0,0 days 02:40:00
2007,M,Austria,0 days 02:46:46,Wanitschek,Peter,297,55,M,10006.0,0 days 02:40:00
2007,M,Germany,0 days 02:49:21,Uhlmann,Arndt,404,55,M,10161.0,0 days 02:40:00
2007,M,Australia,0 days 02:49:28,Dwyer,Christopher,414,55,M,10168.0,0 days 02:40:00
2007,M,United Kingdom,0 days 02:52:19,Wilson,Barry,539,55,M,10339.0,0 days 02:50:00
2007,M,Belgium,0 days 02:56:44,de Mulder,Jan,822,55,M,10604.0,0 days 02:50:00
2007,M,France,0 days 02:57:36,Cabrera,Mariano,907,55,M,10656.0,0 days 02:50:00
2007,M,Germany,0 days 02:58:50,Hold,JÃÂ¼rgen,1050,55,M,10730.0,0 days 02:50:00
2007,M,Switzerland,0 days 02:59:11,GnÃÂ¤dinger,Walter,1088,55,M,10751.0,0 days 02:50:00
2007,M,Austria,0 days 02:59:28,Mascher,Karl,1118,55,M,10768.0,0 days 02:50:00
