year,sex,nation,tps_fin,nom,prenom,place,class_age,gender,tps_fin_p,tps_fin_rounded
2006,W,Germany,0 days 03:42:37,Hengster,Julia,6719,20,W,13357.0,0 days 03:40:00
2006,W,Germany,0 days 03:53:49,KÃÂ¶nig,Kathrin,9576,20,W,14029.0,0 days 03:50:00
2006,W,Germany,0 days 03:55:45,Kell,Lisa,10169,20,W,14145.0,0 days 03:50:00
2006,W,Germany,0 days 03:55:55,Kluge,Katharina,10221,20,W,14155.0,0 days 03:50:00
2006,W,Denmark,0 days 04:06:06,Kouly,Anja,13092,20,W,14766.0,0 days 04:00:00
2006,W,Switzerland,0 days 04:15:24,Stappung,Nicole,15649,20,W,15324.0,0 days 04:10:00
2006,W,Germany,0 days 04:16:10,Preuth,Sarah,15837,20,W,15370.0,0 days 04:10:00
2006,W,Germany,0 days 04:24:07,ClauÃÂ,Christine,17863,20,W,15847.0,0 days 04:20:00
2006,W,Switzerland,0 days 04:26:30,Diggelmann,Corinne,18490,20,W,15990.0,0 days 04:20:00
2006,W,Germany,0 days 04:40:56,Dahlmann,Sophie,21938,20,W,16856.0,0 days 04:40:00
