year,sex,nation,tps_fin,nom,prenom,place,class_age,gender,tps_fin_p,tps_fin_rounded
1999,M,Germany,0 days 02:35:16,Klocke,Dietmar,115,45,M,9316.0,0 days 02:30:00
1999,M,France,0 days 02:37:33,Hermann,Gerard,144,45,M,9453.0,0 days 02:30:00
1999,M,Denmark,0 days 02:41:04,Bentzen,Soeren,202,45,M,9664.0,0 days 02:40:00
1999,M,Germany,0 days 02:43:22,Bergner,Eberhard,245,45,M,9802.0,0 days 02:40:00
1999,M,Germany,0 days 02:43:30,Heinrich,Klaus-Dieter,246,45,M,9810.0,0 days 02:40:00
1999,M,Germany,0 days 02:43:32,MÃÂ¼ckner-Dellinger,Wolfgang,247,45,M,9812.0,0 days 02:40:00
1999,M,Switzerland,0 days 02:45:03,Greminger,Paul,276,45,M,9903.0,0 days 02:40:00
1999,M,Brazil,0 days 02:45:28,Medeiros-Luiz,Celso,284,45,M,9928.0,0 days 02:40:00
1999,M,Belgium,0 days 02:45:31,Depoorter,Claude,285,45,M,9931.0,0 days 02:40:00
1999,M,Australia,0 days 02:46:24,Dwyer,Christopher,315,45,M,9984.0,0 days 02:40:00
