year,sex,nation,tps_fin,nom,prenom,place,class_age,gender,tps_fin_p,tps_fin_rounded
2003,M,Germany,0 days 03:02:39,Holst,Friedrich,1506,65,M,10959.0,0 days 03:00:00
2003,M,Germany,0 days 03:05:26,Meinel,Hans,1734,65,M,11126.0,0 days 03:00:00
2003,M,Norway,0 days 03:06:16,Hildrum,Kjell,1832,65,M,11176.0,0 days 03:00:00
2003,M,Germany,0 days 03:06:59,Helbig,Wolfgang,1890,65,M,11219.0,0 days 03:00:00
2003,M,Germany,0 days 03:17:54,Schwarz,Hans-Peter,3299,65,M,11874.0,0 days 03:10:00
2003,M,Germany,0 days 03:20:39,Ruck,Werner,3754,65,M,12039.0,0 days 03:20:00
2003,M,Germany,0 days 03:22:21,Mensel,Gerhard,4025,65,M,12141.0,0 days 03:20:00
2003,M,Germany,0 days 03:24:09,Haas,Wolfgang,4386,65,M,12249.0,0 days 03:20:00
2003,M,Netherlands,0 days 03:24:20,Hammingh,Joost,4414,65,M,12260.0,0 days 03:20:00
2003,M,Germany,0 days 03:27:43,Gulla,Herbert,5176,65,M,12463.0,0 days 03:20:00
