year,sex,nation,tps_fin,nom,prenom,place,class_age,gender,tps_fin_p,tps_fin_rounded
2001,M,Germany,0 days 02:34:19,Klocke,Dietmar,82,50,M,9259.0,0 days 02:30:00
2001,M,Germany,0 days 02:39:32,Olshausen,Robert,159,50,M,9572.0,0 days 02:30:00
2001,M,Switzerland,0 days 02:43:11,Lehmann,Peter,225,50,M,9791.0,0 days 02:40:00
2001,M,Switzerland,0 days 02:45:16,Schweizer,Rene,277,50,M,9916.0,0 days 02:40:00
2001,M,Denmark,0 days 02:46:18,Andersen,Rasmus,303,50,M,9978.0,0 days 02:40:00
2001,M,Australia,0 days 02:47:28,Dwyer,Christopher,334,50,M,10048.0,0 days 02:40:00
2001,M,Germany,0 days 02:50:05,Ehling,Uwe,444,50,M,10205.0,0 days 02:50:00
2001,M,Denmark,0 days 02:50:10,Nielsen,Jorgen,446,50,M,10210.0,0 days 02:50:00
2001,M,Germany,0 days 02:50:25,Schuhmacher,Karl-Heinz,455,50,M,10225.0,0 days 02:50:00
2001,M,Austria,0 days 02:50:29,Kranner,Bruno,459,50,M,10229.0,0 days 02:50:00
