year,sex,nation,tps_fin,nom,prenom,place,class_age,gender,tps_fin_p,tps_fin_rounded
2000,W,Japan,0 days 02:29:39,Igarashi,Hiromi,54,30,W,8979.0,0 days 02:20:00
2000,W,Russia,0 days 02:31:26,Ivanova,Alina,60,30,W,9086.0,0 days 02:30:00
2000,W,Poland,0 days 02:37:30,Kuta,Krystyna,98,30,W,9450.0,0 days 02:30:00
2000,W,Germany,0 days 02:41:44,Wolfrom,Annette,155,30,W,9704.0,0 days 02:40:00
2000,W,Austria,0 days 02:56:56,Kroiss,Margarete,604,30,W,10616.0,0 days 02:50:00
2000,W,Germany,0 days 02:59:07,Wollenberg,Ute,767,30,W,10747.0,0 days 02:50:00
2000,W,Germany,0 days 03:10:17,Pille-Steppat,Sylvia,1508,30,W,11417.0,0 days 03:10:00
2000,W,Germany,0 days 03:10:27,Mack,Annette,1524,30,W,11427.0,0 days 03:10:00
2000,W,Sweden,0 days 03:10:41,Steinbach,Meta,1548,30,W,11441.0,0 days 03:10:00
2000,W,France,0 days 03:10:57,Leroy,Sophie,1569,30,W,11457.0,0 days 03:10:00
