year,sex,nation,tps_fin,nom,prenom,place,class_age,gender,tps_fin_p,tps_fin_rounded
2017,W,Mexico,0 days 03:18:35,Sanchez,Bertha Estela,4275,60,W,11915.0,0 days 03:10:00
2017,W,Germany,0 days 03:20:36,Schmiemann,Petra,4675,60,W,12036.0,0 days 03:20:00
2017,W,Czech Republic,0 days 03:24:30,Krchakova,Alena,5433,60,W,12270.0,0 days 03:20:00
2017,W,United Kingdom,0 days 03:31:37,Bourgeois,Alison,7512,60,W,12697.0,0 days 03:30:00
2017,W,United Kingdom,0 days 03:38:31,Binns,Janet,9381,60,W,13111.0,0 days 03:30:00
2017,W,Switzerland,0 days 03:38:37,Lemieux,Barbara,9411,60,W,13117.0,0 days 03:30:00
2017,W,Germany,0 days 03:40:29,Warme,Gabriele,10004,60,W,13229.0,0 days 03:40:00
2017,W,Germany,0 days 03:49:26,Buncke,Renate,12859,60,W,13766.0,0 days 03:40:00
2017,W,Denmark,0 days 03:49:43,Jensen,Hanne Margrethe,12957,60,W,13783.0,0 days 03:40:00
2017,W,New Zealand,0 days 03:49:45,Ulenberg,Elizabeth,12971,60,W,13785.0,0 days 03:40:00
