year,sex,nation,tps_fin,nom,prenom,place,class_age,gender,tps_fin_p,tps_fin_rounded
2022,M,Germany,0 days 02:56:21,BÃÂ¤tzel,Sean Marc,1736,20,M,10581.0,0 days 02:50:00
2022,M,Canada,0 days 02:56:29,Van Roon,Carter,1747,20,M,10589.0,0 days 02:50:00
2022,M,Germany,0 days 02:57:40,Moch,Ludwig,1930,20,M,10660.0,0 days 02:50:00
2022,M,Germany,0 days 03:11:45,Labitzke,Niklas,3813,20,M,11505.0,0 days 03:10:00
2022,M,Germany,0 days 03:16:27,Thelen,Gero,4610,20,M,11787.0,0 days 03:10:00
2022,M,Germany,0 days 03:20:45,Valassis,Vincent,5381,20,M,12045.0,0 days 03:20:00
2022,M,Germany,0 days 03:24:44,Solaro,Jerome,6165,20,M,12284.0,0 days 03:20:00
2022,M,Hong Kong,0 days 03:27:27,Lee,Cheuk Chun Ambrose,6813,20,M,12447.0,0 days 03:20:00
2022,M,Germany,0 days 03:27:30,Wolfarth,Nick,6829,20,M,12450.0,0 days 03:20:00
2022,M,Germany,0 days 03:28:16,Dornbruch,Linus,7018,20,M,12496.0,0 days 03:20:00
