year,sex,nation,tps_fin,nom,prenom,place,class_age,gender,tps_fin_p,tps_fin_rounded
2009,M,Kenya,0 days 02:07:04,Kiprop,Francis,2,25,M,7624.0,0 days 02:00:00
2009,M,Ethiopia,0 days 02:07:41,Terfa,Negari,3,25,M,7661.0,0 days 02:00:00
2009,M,Ethiopia,0 days 02:09:41,Debele Tulu,Dereje,4,25,M,7781.0,0 days 02:00:00
2009,M,Kenya,0 days 02:09:52,Kering,Alfred,5,25,M,7792.0,0 days 02:00:00
2009,M,Ethiopia,0 days 02:09:58,Assefa,Girma,6,25,M,7798.0,0 days 02:00:00
2009,M,Ethiopia,0 days 02:12:28,Wondimu,Eshetu,7,25,M,7948.0,0 days 02:10:00
2009,M,Zimbabwe,0 days 02:13:19,Nyasango,Cuthbert,10,25,M,7999.0,0 days 02:10:00
2009,M,Kenya,0 days 02:13:27,Tanui,Maswai,11,25,M,8007.0,0 days 02:10:00
2009,M,Ethiopia,0 days 02:15:05,Fekadu,Asnake,12,25,M,8105.0,0 days 02:10:00
2009,M,Kenya,0 days 02:16:15,Krop,Vincent,14,25,M,8175.0,0 days 02:10:00
