year,sex,nation,tps_fin,nom,prenom,place,class_age,gender,tps_fin_p,tps_fin_rounded
2014,M,Ethiopia,0 days 02:05:56,Kuma,Abera,3,25,M,7556.0,0 days 02:00:00
2014,M,Kenya,0 days 02:06:39,Kamworor,Geoffrey,4,25,M,7599.0,0 days 02:00:00
2014,M,Kenya,0 days 02:07:28,Kiptanui,Eliud,5,25,M,7648.0,0 days 02:00:00
2014,M,Kenya,0 days 02:08:33,Matebo,Levy,7,25,M,7713.0,0 days 02:00:00
2014,M,Kenya,0 days 02:10:18,Kiptanui,Maswai,8,25,M,7818.0,0 days 02:10:00
2014,M,Ethiopia,0 days 02:10:27,Kebede,Tsegaye,9,25,M,7827.0,0 days 02:10:00
2014,M,Japan,0 days 02:11:25,Tomaru,Kazuki,10,25,M,7885.0,0 days 02:10:00
2014,M,Finland,0 days 02:16:43,Manninen,Henri,17,25,M,8203.0,0 days 02:10:00
2014,M,Italy,0 days 02:17:44,Grano,Giovanni,20,25,M,8264.0,0 days 02:10:00
2014,M,Spain,0 days 02:19:11,Comendador,Jose Espana,21,25,M,8351.0,0 days 02:10:00
