year,sex,nation,tps_fin,nom,prenom,place,class_age,gender,tps_fin_p,tps_fin_rounded
2002,M,Germany,0 days 02:34:53,Henninger,Karl,133,50,M,9293.0,0 days 02:30:00
2002,M,Denmark,0 days 02:35:49,Jacobsen,Mogens,152,50,M,9349.0,0 days 02:30:00
2002,M,Germany,0 days 02:37:54,Klocke,Dietmar,186,50,M,9474.0,0 days 02:30:00
2002,M,Germany,0 days 02:41:28,Roth,Hubert,265,50,M,9688.0,0 days 02:40:00
2002,M,Germany,0 days 02:44:26,Krach,Wilhelm,358,50,M,9866.0,0 days 02:40:00
2002,M,Austria,0 days 02:44:38,Friesenbichler,Josef,361,50,M,9878.0,0 days 02:40:00
2002,M,Germany,0 days 02:44:53,MÃÂ¼ller,Dr. Bernd,377,50,M,9893.0,0 days 02:40:00
2002,M,Germany,0 days 02:45:47,Bergner,Eberhard,409,50,M,9947.0,0 days 02:40:00
2002,M,Germany,0 days 02:47:28,Schuhmacher,Karl-Heinz,471,50,M,10048.0,0 days 02:40:00
2002,M,Germany,0 days 02:47:49,Jancker,Hans-Dieter,485,50,M,10069.0,0 days 02:40:00
