year,sex,nation,tps_fin,nom,prenom,place,class_age,gender,tps_fin_p,tps_fin_rounded
2010,W,Italy,0 days 02:39:29,Iozzia,Ivana,154,35,W,9569.0,0 days 02:30:00
2010,W,Switzerland,0 days 02:52:48,Piller,Isabelle,591,35,W,10368.0,0 days 02:50:00
2010,W,Denmark,0 days 02:54:16,Sabroe,Klaus,663,35,W,10456.0,0 days 02:50:00
2010,W,Hong Kong,0 days 02:56:31,Fan,Sui Ping,843,35,W,10591.0,0 days 02:50:00
2010,W,France,0 days 02:59:07,Pauly,Jocelyne,1207,35,W,10747.0,0 days 02:50:00
2010,W,United Kingdom,0 days 02:59:28,Jenkins,Kate,1278,35,W,10768.0,0 days 02:50:00
2010,W,France,0 days 02:59:39,Fontaine,Anne-CÃÂ©cile,1306,35,W,10779.0,0 days 02:50:00
2010,W,Denmark,0 days 03:04:08,Itzchaky,Liza Tuperna,1665,35,W,11048.0,0 days 03:00:00
2010,W,Denmark,0 days 03:05:25,Skaunsgaard,Charlotte,1796,35,W,11125.0,0 days 03:00:00
2010,W,Germany,0 days 03:06:44,Schmitz- Elvenich,Anke,1913,35,W,11204.0,0 days 03:00:00
