year,sex,nation,tps_fin,nom,prenom,place,class_age,gender,tps_fin_p,tps_fin_rounded
2022,M,United Kingdom,0 days 02:41:16,Rackham,Nigel,552,60,M,9676.0,0 days 02:40:00
2022,M,Canada,0 days 02:55:09,Grant,Bruce,1599,60,M,10509.0,0 days 02:50:00
2022,M,Norway,0 days 02:56:26,Thunes,Cato,1740,60,M,10586.0,0 days 02:50:00
2022,M,Denmark,0 days 02:57:22,Jacobsen,Henrik,1880,60,M,10642.0,0 days 02:50:00
2022,M,Germany,0 days 02:58:56,RÃÂ¼hle,Dr. Andreas,2196,60,M,10736.0,0 days 02:50:00
2022,M,Germany,0 days 03:00:36,Wachsmuth,Andreas,2462,60,M,10836.0,0 days 03:00:00
2022,M,United States,0 days 03:00:51,Dierolf,Volkmar,2485,60,M,10851.0,0 days 03:00:00
2022,M,Spain,0 days 03:03:00,AMAT TARDIU,LLUIS,2687,60,M,10980.0,0 days 03:00:00
2022,M,Finland,0 days 03:04:46,Toivari,Timo,2869,60,M,11086.0,0 days 03:00:00
2022,M,Italy,0 days 03:05:17,Belli,Marco,2926,60,M,11117.0,0 days 03:00:00
