year,sex,nation,tps_fin,nom,prenom,place,class_age,gender,tps_fin_p,tps_fin_rounded
2017,M,Norway,0 days 02:16:38,Abdulaziz,Ebrahim,22,35,M,8198.0,0 days 02:10:00
2017,M,New Zealand,0 days 02:17:10,Martelletti,Paul,24,35,M,8230.0,0 days 02:10:00
2017,M,Switzerland,0 days 02:17:17,KreienbÃÂ¼hl,Christian,26,35,M,8237.0,0 days 02:10:00
2017,M,Australia,0 days 02:17:57,Criniti,David,28,35,M,8277.0,0 days 02:10:00
2017,M,United States,0 days 02:18:54,Blume,Matthew,34,35,M,8334.0,0 days 02:10:00
2017,M,Ethiopia,0 days 02:18:55,Kinde,Yonas,35,35,M,8335.0,0 days 02:10:00
2017,M,Belgium,0 days 02:20:06,De Vulder,Stijn,47,35,M,8406.0,0 days 02:20:00
2017,M,United Kingdom,0 days 02:20:20,Bentley,Russel,52,35,M,8420.0,0 days 02:20:00
2017,M,Italy,0 days 02:22:00,Rutigliano,Pasquale,57,35,M,8520.0,0 days 02:20:00
2017,M,Australia,0 days 02:24:26,St. Lawrence,Ben,71,35,M,8666.0,0 days 02:20:00
